Abb. Wylie,Abb. Unicode,Expan. Wylie,Expan. Unicode,Source
zung+rel,ཟུངྲེལ,zung 'brel,ཟུང་འབྲེལ,rKTs (CC BY 4.0): Esukhia
zungor,ཟུངོར,zung sbyor,ཟུང་སྦྱོར,rKTs (CC BY 4.0): Dzongkha abbreviations
zung+yor,ཟུངྱོར,zung sbyor,ཟུང་སྦྱོར,rKTs (CC BY 4.0): Dzongkha abbreviations
zuM,ཟུཾ,zum,ཟུམ,rKTs (CC BY 4.0)
zer+can,ཟེརྕན,zer can,ཟེར་ཅན,rKTs (CC BY 4.0): Esukhia
zerangi,ཟེརངི,zer zhing,ཟེར་ཞིང,rKTs (CC BY 4.0): Esukhia
zero,ཟེརོ,zer ro,ཟེར་རོ,rKTs (CC BY 4.0): Dzongkha abbreviations
z+nos,ཟྣོས,zos nas,ཟོས་ནས,rKTs (CC BY 4.0): Esukhia
zlaM gsu+ims,ཟླཾ་གསིུམས,zla gam gsum gyis,ཟླ་གམ་གསུམ་གྱིས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
zlaMn,ཟླཾན,zla gam can,ཟླ་གམ་ཅན,rKTs (CC BY 4.0): Dzongkha abbreviations
zlaM,ཟླཾ,zla gam,ཟླ་གམ,rKTs (CC BY 4.0)
zlo,ཟློ,zla bo,ཟླ་བོ,rKTs (CC BY 4.0): Dzongkha abbreviations
zl^an,ཟླ༹ན,zla mtshan,ཟླ་མཚན,rKTs (CC BY 4.0): Dzongkha abbreviations
zl^esaM,ཟླེ༹སཾ,zla mdzes ma,ཟླ་མཛེས་མ,rKTs (CC BY 4.0): Dzongkha abbreviations
zl^es,ཟླེ༹ས,zla tshes,ཟླ་ཚེས,rKTs (CC BY 4.0): Dzongkha abbreviations
zler,ཟླེར,zla zer,ཟླ་ཟེར,rKTs (CC BY 4.0): Dzongkha abbreviations
zl^in,ཟླི༹ན,zla 'dzin,ཟླ་འཛིན,rKTs (CC BY 4.0)
zlu+oM,ཟློུཾ,zlum po,ཟླུམ་པོ,rKTs (CC BY 4.0)
zlUm,ཟླཱུམ,zlum zlum,ཟླུམ་ཟླུམ,rKTs (CC BY 4.0): Dzongkha abbreviations
zloskyon,ཟློསྐྱོན,zlos skyon,ཟློས་སྐྱོན,rKTs (CC BY 4.0): Dzongkha abbreviations
'kharil,འཁརིལ,'khar gsil,འཁར་གསིལ,rKTs (CC BY 4.0): Dzongkha abbreviations
'kharnga,འཁརྔ,'khar rnga,འཁར་རྔ,rKTs (CC BY 4.0): Dzongkha abbreviations
'kh^o+in,འཁོི༹ན,'khon 'dzin,འཁོན་འཛིན,rKTs (CC BY 4.0): Dzongkha abbreviations
'on,འོན,'khon,འཁོན,rKTs (CC BY 4.0): Esukhia
'khobaM,འཁོབྃ,'khob bam,འཁོབ་བམ,rKTs (CC BY 4.0): Esukhia
'khobal,འཁོབལ,'khob bal,འཁོབ་བལ,rKTs (CC BY 4.0): Dzongkha abbreviations
'aro+i,འརོི་,'khor gyi,འཁོར་གྱི་,rKTs (CC BY 4.0): Esukhia
'khorangs,འཁོརངས,'khor dang bcas,འཁོར་དང་བཅས,rKTs (CC BY 4.0)
'arongs,འརོངས,'khor dang bcas,འཁོར་དང་བཅས,rKTs (CC BY 4.0): Dzongkha abbreviations
'rongs,འྲོངས,'khor dng bcas,འཁོར་དང་བཅས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'khor 'das,འཁོར་འདས,'khor ba dang myang 'das,འཁོར་བ་དང་མྱང་འདས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'aro'i,འརོའི,'khor ba'i,འཁོར་བའི,rKTs (CC BY 4.0): Esukhia
'khoras,འཁོརས,'khor bcas,འཁོར་བཅས,rKTs (CC BY 4.0)
'khors,འཁོརས,'khor bcas,འཁོར་བཅས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'aros,འརོས,'khor bcas,འཁོར་བཅས,rKTs (CC BY 4.0): Dzongkha abbreviations
'ros,འྲོས,'khor bcas,འཁོར་བཅས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'khorangs,༅ཁོརངས,'khor bsrungs,འཁོར་བསྲུངས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'khru+orangs,འཁྲོུརངས,'khor bsrungs,འཁོར་བསྲུངས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'aru+ongs,འརོུངས,'khor bsrungs,འཁོར་བསྲུངས,rKTs (CC BY 4.0): Dzongkha abbreviations
'orungs,འོརུངས,'khor bsrungs,འཁོར་བསྲུངས,rKTs (CC BY 4.0): Dzongkha abbreviations
'+ruorang,འྲུཨོརང,'khor bsrungs,འཁོར་བསྲུངས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'+ru+ogns,འྲོུགནས,'khor bsrungs,འཁོར་བསྲུངས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'arodaso,འརོདསོ,'khor 'das so,འཁོར་འདས་སོ,rKTs (CC BY 4.0): Esukhia
'khoras,འཁོརས,'khor 'das,འཁོར་འདས,rKTs (CC BY 4.0)
'khordas,འཁོརྡས,'khor 'das,འཁོར་འདས,rKTs (CC BY 4.0): Dzongkha abbreviations
'kh+dors,འཁྡོརས,'khor 'das,འཁོར་འདས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'kh+dos,འཁྡོས,'khor 'das,འཁོར་འདས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'aro yugi,འརོ་ཡུགི,'khor yug gi,འཁོར་ཡུག་གི,rKTs (CC BY 4.0): Dzongkha abbreviations
'khorgyal,འཁོརྒྱལ,'khor rgyal,འཁོར་རྒྱལ,rKTs (CC BY 4.0): Dzongkha abbreviations
'khoro sdoM pa,འཁོརོ་སྡོཾ་པ,'khor lo sdom pa,འཁོར་ལོ་སྡོམ་པ,rKTs (CC BY 4.0): Dzongkha abbreviations
'khaur,འཁཽར,'khor lo,འཁོར་ལོ,rKTs (CC BY 4.0)
'khoro,འཁོརོ,'khor lo,འཁོར་ལོ,rKTs (CC BY 4.0)
'kho+or,འཁོོར,'khor lo,འཁོར་ལོ,rKTs (CC BY 4.0): Tibetan Shorthand Contractions
'or,འོར,'khor lo,འཁོར་ལོ,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'oro,འོརོ,'khor lo,འཁོར་ལོ,rKTs (CC BY 4.0): Dzongkha abbreviations
'arau,འརཽ,'khor lo,འཁོར་ལོ,rKTs (CC BY 4.0): Esukhia
'aur,འཽར,'khor lo,འཁོར་ལོ,rKTs (CC BY 4.0): Esukhia
'khaurar,འཁཽརར,'khor lor,འཁོར་ལོར,rKTs (CC BY 4.0): Dzongkha abbreviations
'aro,འརོ,'khor,འཁོར,rKTs (CC BY 4.0): Esukhia
'or,འོར,'khor,འཁོར,rKTs (CC BY 4.0): Esukhia
'khyago,འཁྱགོ,khyag 'khyog,འཁྱག་འཁྱོག,rKTs (CC BY 4.0): Dzongkha abbreviations
'khyaMs,འཁྱཾས,'khyams,འཁྱམས,rKTs (CC BY 4.0): Dzongkha abbreviations
'khyaro,འཁྱརོ,'khyar 'khyor,འཁྱར་འཁྱོར,rKTs (CC BY 4.0): Dzongkha abbreviations
'khrigyor,འཁྲིགྱོར,'khrig sbyor,འཁྲིག་སྦྱོར,rKTs (CC BY 4.0): Dzongkha abbreviations
'khril+yor,འཁྲིལྱོར,'khril sbyor,འཁྲིལ་སྦྱོར,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'khr^u+od,འཁྲོུ༹ད,'khrug rtsod,འཁྲུག་རྩོད,rKTs (CC BY 4.0): Dzongkha abbreviations
'khrungo,འཁྲུངོ༌,'khrug long,འཁྲུག་ལོང༌,rKTs (CC BY 4.0): Dzongkha abbreviations
'khrungaskar,འཁྲུངསྐར,'khrungs skar,འཁྲུངས་སྐར,rKTs (CC BY 4.0): Dzongkha abbreviations
'khruMso,འཁྲུཾསོ,'khrungs so,འཁྲུངས་སོ,rKTs (CC BY 4.0): Esukhia
khrungso,ཁྲུངསོ,'khrungs so ,འཁྲུངས་སོ ,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
'khru+or,འཁྲོུར,'khrul 'khor,འཁྲུལ་འཁོར,rKTs (CC BY 4.0)
'khru+oro,འཁྲོུརོ,'khrul 'khor,འཁྲུལ་འཁོར,rKTs (CC BY 4.0): Dzongkha abbreviations
'gageMd,འགགེཾད,'gag med,འགག་མེད,rKTs (CC BY 4.0): Dzongkha abbreviations
'geMd,འགེཾད,'gag med,འགག་མེད,rKTs (CC BY 4.0): Dzongkha abbreviations
'gem+d,འགེམྡ,'gag med,འགག་མེད,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'gagaMed,འགགཾཨེད,'gag med,འགག་མེད,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
'gig,འགིག,ga' zhig,འགའ་ཞིག,rKTs (CC BY 4.0): Dzongkha abbreviations
'gigi,འགིགི,'ga' zhig gi,འགའ་ཞིག་གི,rKTs (CC BY 4.0): Dzongkha abbreviations
'gal+yen b.rad,འགལྱེན་བརད,'gal rkyen bar chad,འགལ་རྐྱེན་བར་ཆད,rKTs (CC BY 4.0): Dzongkha abbreviations
'gal+yen,འགལྱེན,'gal rkyen,འགལ་རྐྱེན,rKTs (CC BY 4.0)
'guDa,འགུཌ་,'gugs,འགུགས་,rKTs (CC BY 4.0): Esukhia
'gumasu,འགུམསུ,'gums su,འགུམས་སུ,rKTs (CC BY 4.0): Dzongkha abbreviations
'gau,འགཽ,'go bo,འགོ་བོ,rKTs (CC BY 4.0): Dzongkha abbreviations
'gong,འགོང,'gong po,འགོང་པོ,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'gongo,འགོངོ,'gong po,འགོང་པོ,rKTs (CC BY 4.0): Dzongkha abbreviations
'gonga'i,འགོངའི,'gong ba'i,འགོང་བའི,rKTs (CC BY 4.0): Dzongkha abbreviations
'godaka'o,འགོདཀའོ་,'god dka'a'o,འགོད་དཀའའོ་,rKTs (CC BY 4.0): Esukhia
'gono,འགོནོ,'gon po,འགོན་པོ,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
g'o',གའོའ,'go',འགོའ,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
'gyaru,འགྱརུ,'gyar 'gyur,འགྱར་འགྱུར,rKTs (CC BY 4.0): Dzongkha abbreviations
'gyu+ed,འགྱེུད,'gyu byed,འགྱུ་བྱེད,rKTs (CC BY 4.0)
'gyured,འགྱུརེད,'gyur med,འགྱུར་མེད,rKTs (CC BY 4.0)
'gyureMd,འགྱུརེཾད,'gyur med,འགྱུར་མེད,rKTs (CC BY 4.0): Dzongkha abbreviations
'gyuro,འགྱུརོ,'gyur ro,འགྱུར་རོ,rKTs (CC BY 4.0): Dzongkha abbreviations
'gyoD,འགྱོཌ,'gyogs,འགྱོགས,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
'griMs,འགྲིཾས,'grims,འགྲིམས,rKTs (CC BY 4.0): Dzongkha abbreviations
'grubya,འགྲུབྱ,'grub bya,འགྲུབ་བྱ,rKTs (CC BY 4.0)
'grubyor,འགྲུབྱོར,'grub sbyor,འགྲུབ་སྦྱོར,rKTs (CC BY 4.0)
'gru+or,འགྲོུར,'grub sbyor,འགྲུབ་སྦྱོར,rKTs (CC BY 4.0): Dzongkha abbreviations
'grauT,འགྲཽཊ,'gro grogs,འགྲོ་གྲོགས,rKTs (CC BY 4.0): Dzongkha abbreviations
'groon,འགྲཽན,'gro don,འགྲོ་དོན,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
'gru+og,འགྲོུག,'gro drug,འགྲོ་དྲུག,rKTs (CC BY 4.0): Dzongkha abbreviations
'gru+og,འགྲོུག,'gro drug,འགྲོ་དྲུག,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'gro sdod,འགྲོ་སྡོད,'gro ba dang sdad pa,འགྲོ་བ་དང་སྡད་པ,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'gron,འགྲོན,'gro mgan,འགྲོ་མགན,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'graun,འགྲཽན,'gro mgon,འགྲོ་མགོན,rKTs (CC BY 4.0)
'groon,འགྲཽན,'gro mgon,འགྲོ་མགོན,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
'grogyurang,འགྲོགྱུརང,'gro 'gyur dang,འགྲོ་འགྱུར་དང,rKTs (CC BY 4.0): Esukhia
'gronu,འགྲོནུ,'gron bu,འགྲོན་བུ,rKTs (CC BY 4.0): Dzongkha abbreviations
'chagaso,འཆགསོ,'chags so,འཆགས་སོ,rKTs (CC BY 4.0): Dzongkha abbreviations
'chaTo,འཆཊོ,'chags so,འཆགས་སོ,rKTs (CC BY 4.0): Dzongkha abbreviations
'chabyed,འཆབྱེད,'chab byed,འཆབ་བྱེད,rKTs (CC BY 4.0): Dzongkha abbreviations
'chalo,འཆལོ,'chal lo,འཆལ་ལོ,rKTs (CC BY 4.0): Dzongkha abbreviations
'chig,འཆིག,chi bdag,འཆི་བདག,rKTs (CC BY 4.0): Dzongkha abbreviations
'ach+dig,འཆྡིག,'chi bdag,འཆི་བདག,rKTs (CC BY 4.0): Tibetan Shorthand Contractions
'chi medabang mo,འཆི་མེདབང་མོ,'chi med dbang mo,འཆི་མེད་དབང་མོ,rKTs (CC BY 4.0): Dzongkha abbreviations
'chide+oM,འཆིདེོཾ,'chi med dbang mo,འཆི་མེད་དབང་མོ,rKTs (CC BY 4.0): Dzongkha abbreviations
'chide,འཆིདེ,'chi med,འཆི་མེད,rKTs (CC BY 4.0): Dzongkha abbreviations
'chi+ed,འཆིེད,'chi med,འཆི་མེད,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'chi+or,འཆིོར,'chi sbyor,འཆི་སྦྱོར,rKTs (CC BY 4.0): Dzongkha abbreviations
'ch+yi+or,འཆྱིོར,'chi sbyor,འཆི་སྦྱོར,rKTs (CC BY 4.0): Dzongkha abbreviations
'ach+yo+ir,འཆྱོིར,'chi sbyor,འཆི་སྦྱོར,rKTs (CC BY 4.0): Tibetan Shorthand Contractions
'choskyob,འཆོསྐྱོབ,'chos skyob,འཆོས་སྐྱོབ,rKTs (CC BY 4.0): Dzongkha abbreviations
'jab^e,འཇབེ༹,'jab tse,འཇབ་ཙེ,rKTs (CC BY 4.0): Dzongkha abbreviations
'jaMl+yings,འཇཾལྱིངས,'jam dpal gyi dbyangs,འཇམ་དཔལ་གྱི་དབྱངས,rKTs (CC BY 4.0): Dzongkha abbreviations
'jaMl+yi,འཇཾལྱི,'jam dpal gyi,འཇམ་དཔལ་གྱི,rKTs (CC BY 4.0): Dzongkha abbreviations
'jaMl+yis,འཇཾལྱིས,'jam dpal gyis,འཇམ་དཔལ་གྱིས,rKTs (CC BY 4.0): Dzongkha abbreviations
'jaMl rdo+e,འཇཾལ་རྡོེ,'jam dpal rdo rje,འཇམ་དཔལ་རྡོ་རྗེ,rKTs (CC BY 4.0): Dzongkha abbreviations
'jaMl,འཇཾལ,'jam dpal,འཇམ་དཔལ,rKTs (CC BY 4.0)
'jaMngs,འཇཾངས,'jam dbyangs,འཇམ་དབྱངས,rKTs (CC BY 4.0): Dzongkha abbreviations
'jaMyangs,འཇཾཡངས,'jam dbyangs,འཇམ་དབྱངས,rKTs (CC BY 4.0): Dzongkha abbreviations
'aj+yaMngs,འཇྱཾངས,'jam dbyangs,འཇམ་དབྱངས,rKTs (CC BY 4.0): Dzongkha abbreviations
'j+yaMngs,འཇྱཾངས,'jam dbyangs,འཇམ་དབྱངས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'jamagon,འཇམགོན,'jam mgon,འཇམ་མགོན,rKTs (CC BY 4.0): Dzongkha abbreviations
'jaMgon,འཇཾགོན,'jam mgon,འཇམ་མགོན,rKTs (CC BY 4.0): Dzongkha abbreviations
'jamanyen,འཇམཉེན,'jam mnyen,འཇམ་མཉེན,rKTs (CC BY 4.0): Dzongkha abbreviations
'j^aMse,འཇ༹ཾསེ,'jam mdzes,འཇམ་མཛེས,rKTs (CC BY 4.0): Dzongkha abbreviations
'jaMrdor,འཇཾརྡོར,'jam rdor,འཇམ་རྡོར,rKTs (CC BY 4.0): Esukhia
'jaMng,འཇཾང༌,'jam ljang,འཇམ་ལྗང༌,rKTs (CC BY 4.0): Dzongkha abbreviations
'jaM,འཇཾ,'jam,འཇམ,rKTs (CC BY 4.0): Dzongkha abbreviations
'ôn,འôན་,'ja' chon,འཇའ་ཆོན,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'jon,འཇོན,'ja' chon,འཇའ་ཆོན,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'j^on,འཇོ༹ན,'ja' tshon,འཇའ་ཚོན,rKTs (CC BY 4.0): Dzongkha abbreviations
j^on,ཇོ༹ན,'ja' tshon,འཇའ་ཚོན,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
ja'odang,ཇའོདང,'ja' 'od dang,འཇའ་འོད་དང,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
'ja'od,འཇའོད,'ja' 'od,འཇའ་འོད,rKTs (CC BY 4.0): Dzongkha abbreviations
'jo'd,འཇོའད,'ja' 'od,འཇའ་འོད,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'jig+nyi,འཇིགྙི,'jig nyi,འཇིག་ཉི,rKTs (CC BY 4.0)
'jigren,འཇིགྲེན,'jig 'dren,འཇིག་འདྲེན,rKTs (CC BY 4.0): Dzongkha abbreviations
'jigaserathub,འཇིགསེརཐུབ,'jig gser thub,འཇིག་གསེར་ཐུབ,rKTs (CC BY 4.0): Esukhia
'jigen gsuM,འཇིགེན་གསུཾ,'jig rten gsum,འཇིག་རྟེན་གསུམ,rKTs (CC BY 4.0): Dzongkha abbreviations
'ani+eme'isradi,འནིེམེའིསྲདི,'jig rten mi'i srid pa,འཇིག་རྟེན་མིའི་སྲིད་པ,rKTs (CC BY 4.0): Esukhia
'jigen,འཇིགེན,'jig rten,འཇིག་རྟེན,rKTs (CC BY 4.0)
'jine,འཇིནེ,'jig rten,འཇིག་རྟེན,rKTs (CC BY 4.0): Dzongkha abbreviations
'ji+en,འཇིེན,'jig rten,འཇིག་རྟེན,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'iten,འིཏེན,'jig rten,འཇིག་རྟེན,rKTs (CC BY 4.0): Dzongkha abbreviations
'ine,འིནེ,'jig rten,འཇིག་རྟེན,rKTs (CC BY 4.0)
'i+en,འིེན,'jig rten,འཇིག་རྟེན,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'jiDen,འཇིཌེན,'jigs rten,འཇིགས་རྟེན,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
'jiTed,འཇིཊེད,'jigs byed,འཇིགས་བྱེད,rKTs (CC BY 4.0): Dzongkha abbreviations
'j+yide,འཇྱིདེ,'jigs byed,འཇིགས་བྱེད,rKTs (CC BY 4.0): Dzongkha abbreviations
'j+yi+ed,འཇྱིེད,'jigs byed,འཇིགས་བྱེད,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'jiTedaM,འཇིཊེདཾ,'jigs med,འཇིགས་མེད,rKTs (CC BY 4.0): Dzongkha abbreviations
'jiT su,འཇིཊ་སུ,'jigs su,འཇིགས་སུ,rKTs (CC BY 4.0): Dzongkha abbreviations
'jigaskrag,འཇིགསྐྲག,jigs skrag,འཇིགས་སྐྲག,rKTs (CC BY 4.0): Dzongkha abbreviations
'jiD,འཇིཌ,'jigs,འཇིགས,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
'jibyed,འཇིབྱེད,'jib byed,འཇིབ་བྱེད,rKTs (CC BY 4.0): Dzongkha abbreviations
'ju+og,འཇོུག,jug ldog,འཇུག་ལྡོག,rKTs (CC BY 4.0): Dzongkha abbreviations
'juMd,འཇུཾད,'jur mdud,འཇུར་མདུད,rKTs (CC BY 4.0): Dzongkha abbreviations
'jo+eg,འཇོེག,'jo sgeg,འཇོ་སྒེག,rKTs (CC BY 4.0): Dzongkha abbreviations
'jogos,འཇོགོས,'jog dgos,འཇོག་དགོས,rKTs (CC BY 4.0): Dzongkha abbreviations
'j+yode,འཇྱོདེ,'joms byed,འཇོམས་བྱེད,rKTs (CC BY 4.0): Dzongkha abbreviations
'j+yomd,འཇྱོམད,'joms byed,འཇོམས་བྱེད,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'joMs,འཇོཾས,'joms,འཇོམས,rKTs (CC BY 4.0): Dzongkha abbreviations
'jolo,འཇོལོ,'jol mo,འཇོལ་མོ,rKTs (CC BY 4.0): Dzongkha abbreviations
'jaul,འཇཽལ,'jol 'jol,འཇོལ་འཇོལ,rKTs (CC BY 4.0): Dzongkha abbreviations
'thadaM,འཐདཾ,'thad dam,འཐད་དམ,rKTs (CC BY 4.0): Dzongkha abbreviations
'thabral,འཐབྲལ,'thab bral,འཐབ་བྲལ,rKTs (CC BY 4.0): Dzongkha abbreviations
'thAs,འཐཱས,'thas 'thas,འཐས་འཐས,rKTs (CC BY 4.0): Dzongkha abbreviations
'thUl,འཐཱུལ,'thul 'thul,འཐུལ་འཐུལ,rKTs (CC BY 4.0): Dzongkha abbreviations
'thorlung,འཐོརླུང,'thor rlung,འཐོར་རླུང,rKTs (CC BY 4.0): Dzongkha abbreviations
'dabadag,འདབདག,'dab bdag,འདབ་བདག,rKTs (CC BY 4.0): Esukhia
'dabazang,འདབཟང,'dab bzang,འདབ་བཟང,rKTs (CC BY 4.0): Dzongkha abbreviations
'dabargya,འདབརྒྱ,'dab brgya,འདབ་བརྒྱ,rKTs (CC BY 4.0): Dzongkha abbreviations
'dabargyad,འདབརྒྱད,'dab brgyad,འདབ་བརྒྱད,rKTs (CC BY 4.0): Esukhia
'dabasu,འདབསུ,'dabs su,འདབས་སུ,rKTs (CC BY 4.0): Dzongkha abbreviations
'd^aMb,འདཾ༹བ,'dam rdzab,འདམ་རྫབ,rKTs (CC BY 4.0): Dzongkha abbreviations
'daM,འདཾ,'dam,འདམ,rKTs (CC BY 4.0): Dzongkha abbreviations
'darang,འདརང,'dar dang,འདར་དང,rKTs (CC BY 4.0): Esukhia
'dasar,འདསར,'das par,འདས་པར,rKTs (CC BY 4.0): Dzongkha abbreviations
'daso,འདསོ,'das so,འདས་སོ,rKTs (CC BY 4.0): Nima Hojer Lama The Genealogy of Ya-ngal Family of Dolpo
'dig,འདིག,di dag,འདི་དག,rKTs (CC BY 4.0): Dzongkha abbreviations
'di+es,འདིེས,'di bzhes,འདི་བཞེས,rKTs (CC BY 4.0): Dzongkha abbreviations
'direT,འདིརེཊ,'dir gshegs,འདིར་གཤེགས,rKTs (CC BY 4.0): Dzongkha abbreviations
'du+ed,འདེུད,'du byed,འདུ་བྱེད,rKTs (CC BY 4.0)
'dru+od,འདྲོུད,'du 'phrod,འདུ་འཕྲོད,rKTs (CC BY 4.0): Dzongkha abbreviations
'drul,འདྲུལ,'du 'bral,འདུ་འབྲལ,rKTs (CC BY 4.0)
'd^u+i,འདིུ༹,'du 'dzi,འདུ་འཛི,rKTs (CC BY 4.0)
'du+es,འདེུས,'du shes,འདུ་ཤེས,rKTs (CC BY 4.0)
'duganas,འདུགནས,'dug gnas,འདུག་གནས,rKTs (CC BY 4.0): Dzongkha abbreviations
'dugin,འདུགིན,'dug gin,འདུག་གིན,rKTs (CC BY 4.0): Dzongkha abbreviations
'dugo,འདུགོ,'dug go,འདུག་གོ,rKTs (CC BY 4.0): Esukhia
'dulidzanach+yoM,འདུལིཛནཆྱོྃ,'dun 'dzin mchog,འདུན་འཛིན་མཆོག,rKTs (CC BY 4.0): Esukhia
'dul+yed,འདུལྱེད,'dul byed,འདུལ་བྱེད,rKTs (CC BY 4.0): Dzongkha abbreviations
'duso,འདུསོ,'dus so,འདུས་སོ,rKTs (CC BY 4.0)
'debasapo,འདེབསཔོ,'debs pa'o,འདེབས་པའོ,rKTs (CC BY 4.0): Esukhia
'debasu,འདེབསུ,'debs su,འདེབས་སུ,rKTs (CC BY 4.0): Dzongkha abbreviations
'dru+og,འདྲོུག,do drug,འདོ་དྲུག,rKTs (CC BY 4.0): Dzongkha abbreviations
'dodi,འདོདི,'dod kyi,འདོད་ཀྱི,rKTs (CC BY 4.0): Esukhia
'dodaMs,འདོདཾས,'dod khams,འདོད་ཁམས,rKTs (CC BY 4.0): Dzongkha abbreviations
'dodgs,འདོདགས,'dod chags,འདོད་ཆགས,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
'dodaT,འདོདཊ,'dod chags,འདོད་ཆགས,rKTs (CC BY 4.0): Dzongkha abbreviations
'dodagu,འདོདགུ,'dod dgu,འདོད་དགུ,rKTs (CC BY 4.0): Dzongkha abbreviations
'du+os,འདོུས,'dod dus,འདོད་དུས,rKTs (CC BY 4.0): Dzongkha abbreviations
'dodral,འདོདྲལ,'dod bral,འདོད་བྲལ,rKTs (CC BY 4.0): Dzongkha abbreviations
'daudn,འདཽདན,'dod yon,འདོད་ཡོན,rKTs (CC BY 4.0): Bacot écriture cursive Tibétaine
